Applicability,Service,Reporting period,Category of illegal content,"Description of the subcategory ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,This subcategory encompasses orders received from EU Member States' related to assault. ,TOTAL,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,TOTAL,0,0,0,0,8,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",These are orders to provide information from EU Member States' authorities where the issuing authority omitted a reference to a legal ground.,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,BG,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,DE,0,0,0,0,15,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,DK,27,27,0,0.97,0,0,0,,,,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,ES,0,0,0,0,2,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,FR,4,229,0,0.57,0,0,0,,,,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,HU,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,IT,0,0,0,0,3,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,TOTAL,,PL,0,0,0,0,2,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,BG,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,DE,0,0,0,0,2,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,ES,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,DE,0,0,0,0,2,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,ES,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,This subcategory encompasses orders received from EU Member States' authorities related to child endangerment.,BG,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,DE,0,0,0,0,4,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,DK,27,27,0,0.97,0,0,0,,,,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,FR,4,229,0,0.57,0,0,0,,,,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,IT,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,PL,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,DK,27,27,0,0.97,0,0,0,,,,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,FR,4,229,0,0.57,0,0,0,,,,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,"This subcategory encompasses orders received from EU Member States' authorities related to extortion, missing persons and national security.",DE,0,0,0,0,4,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,"This subcategory encompasses orders received from EU Member States' authorities related to extortion, missing persons and national security.",IT,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,"This subcategory encompasses orders received from EU Member States' authorities related to extortion, missing persons and national security.",PL,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,DE,0,0,0,0,4,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,ES,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,DE,0,0,0,0,4,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,ES,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,HU,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,This subcategory encompasses orders received from EU Member States' authorities related to assault. ,HU,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,DE,0,0,0,0,5,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",These are orders to provide information from EU Member States' authorities where the issuing authority omitted a reference to a legal ground.,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,IT,0,0,0,0,2,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",These are orders to provide information from EU Member States' authorities where the issuing authority omitted a reference to a legal ground.,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,PL,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",These are orders to provide information from EU Member States' authorities where the issuing authority omitted a reference to a legal ground.,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
