Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination,Surface
All,Workspace,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,COURT_ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,RISK_FOR_PUBLIC_SECURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SENSITIVE_EVENTS,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,VIOLENT_EXTREMISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,WRONGFUL_OR_UNAUTHORIZED_USE_OF_SYMBOLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,1759038,1759019,1745894,,,,,,,,,,,13144,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_PHISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,AD_FRAUD_POLICY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ENCOURAGEMENT_OF_DIGITAL_SECURITY_OR_TERMS_OF_SERVICE_VIOLATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,FRAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,MALWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,MALWARE_AND_PHISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,MALWARE_AND_SYSTEM_CIRCUMVENTION,1759038,1759019,1745894,,,,,,,,,,,13144,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,MISREPRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SCAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SOCIAL_ENGINEERING_TACTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SELF_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SUICIDE_AND_SELF_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,116937,108676,19652,97261,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,78755,78390,533,78222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,32610,24736,13564,19039,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,COURT_ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ENABLING_DISHONEST_BEHAVIOR,5572,5550,5555,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,FIREARMS_AND_ILLEGAL_REGULATED_GOODS_OR_SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,OTHER_LEGAL_NOTICES_OR_ORDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,UNAUTHORIZED_PHARMACIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,434,411,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,DEPICTION_OF_VIOLENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SHOCKING_CONTENT,434,411,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,VIOLENT_OR_GRAPHIC_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,,394696,391699,392471,724,,,,,,,,,,1501,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_ADULT_SEXUAL_MATERIAL,,1371,1338,884,475,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHICAL_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_GOODS_SERVICES_NOT_PERMITTED,,9063,8351,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_LANGUAGE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_NUDITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ABUSIVE_BEHAVIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ACCEPTABLE_USE_POLICY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ACCOUNT_NOT_PERMITTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ACCOUNT_RESTRICTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,AD_GRANTS_TERMS_AND_CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ADS_TERMS_AND_CONDITIONS,376,376,,,,,,,,,,,,376,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ADULT_SEXUAL_MATERIAL_AND_NUDITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ADVERTISER_FRIENDLY_GUIDELINES_VIOLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,AI_GENERATED_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,APP_QUALITY_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,BUSINESS_INFORMATION_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,CIRCUMVENTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,CONSPIRATORIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,CONTRIBUTIONS_ON_BUSINESS_RESTRICTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,COPIED_POST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,DEVELOPER_DISTRIBUTION_AGREEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,GIBBERISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,INAPPROPRIATE_LANGUAGE,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,LANDING_PAGE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,LIMITED_AD_SERVING,1113,1113,,,,,,,,,,,,1113,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,LOW_QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,LOW_QUALITY_GRAPHIC_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,MISINFORMATION_ELECTIONS_MISINFORMATION_MEDICAL_MISINFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,MISLEADING_INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,NON_ARTICLE_16_LEGAL_AND_COPYRIGHT_ACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,OFF_TOPIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,ONLINE_STORE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,PLAGIARISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,PLATFORM_REQUIREMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,PLAY_CONSOLE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,PROCESSING_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,PROMOTIONAL_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,QUALITY_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,REGIONAL_REQUIREMENTS,146,146,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SELF_PROMOTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SPAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,SPONSORED_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,TECHNICAL_REQUIREMENTS,382617,380365,382514,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,THIRD-PARTY_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,UNAUTHORIZED_USE_OF_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,UNFRIENDLY_UNPROFESSIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,UNRELATED_DATASETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,UNVERIFIED_OR_INELIGIBLE_LISTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Workspace,2025-07-01/2025-12-31,KEYWORD_OTHER,VOTE_MANIPULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
